'White', 'Black', 'Date', 'HalfMoves', 'Moves', 'Result', 'WhiteElo', 'BlackElo', 'GameNumber', 'Event', 'Site', 'EventDate', 'Round', 'ECO', 'Opening'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.03.27', '67', '33', 'Draw', '0', '0', '392', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '6', 'D86', 'Grunfeld, Exchange'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.03.30', '99', '49', 'White', '0', '0', '393', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '7', 'C15', 'French, Winawer'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.04.01', '100', '50', 'Draw', '0', '0', '394', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '8', 'D06', "Queen's Gambit Declined"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.04.03', '49', '24', 'White', '0', '0', '395', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '9', 'C17', 'French, Winawer, Advance'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.04.06', '74', '37', 'Black', '0', '0', '396', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '10', 'D22', "Queen's Gambit Accepted"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.04.08', '82', '41', 'White', '0', '0', '397', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '11', 'C73', 'Ruy Lopez, Modern Steinitz Defense'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.04.10', '75', '37', 'White', '0', '0', '398', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '12', 'D18', "Queen's Gambit Declined Slav, Dutch"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.04.13', '82', '41', 'Black', '0', '0', '399', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '13', 'B24', 'Sicilian, Closed'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.04.15', '66', '33', 'Black', '0', '0', '400', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '14', 'E68', "King's Indian, Fianchetto, Classical Variation, 8.e4"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.04.17', '72', '36', 'Black', '0', '0', '401', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '15', 'B25', 'Sicilian, Closed'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.04.20', '89', '44', 'White', '0', '0', '402', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '16', 'E61', "King's Indian"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.04.22', '61', '30', 'Draw', '0', '0', '403', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '17', 'A04', 'Reti Opening'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.04.24', '115', '57', 'Draw', '0', '0', '404', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '18', 'E61', "King's Indian"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.04.29', '89', '44', 'Draw', '0', '0', '405', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '19', 'C15', 'French, Winawer'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.05.04', '144', '72', 'Black', '0', '0', '406', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '20', 'E61', "King's Indian"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.05.06', '79', '39', 'Draw', '0', '0', '407', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '21', 'C15', 'French, Winawer'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.05.08', '90', '45', 'Draw', '0', '0', '408', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '22', 'D83', 'Grunfeld, Grunfeld Gambit'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1954.05.11', '55', '27', 'White', '0', '0', '409', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '23', 'A04', 'Reti Opening'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1954.05.13', '44', '22', 'Draw', '0', '0', '410', 'World Championship 20th', 'Moscow RUS', '1954.03.16', '24', 'E69', "King's Indian, Fianchetto, Classical Main line"
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.03.05', '81', '40', 'Black', '0', '0', '411', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '1', 'A36', 'English'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.03.07', '90', '45', 'Draw', '0', '0', '412', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '2', 'B66', 'Sicilian, Richter-Rauzer Attack, 7...a6'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.03.09', '81', '40', 'Draw', '0', '0', '413', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '3', 'E66', "King's Indian, Fianchetto, Yugoslav Panno"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.03.12', '81', '40', 'Black', '0', '0', '414', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '4', 'B66', 'Sicilian, Richter-Rauzer Attack, 7...a6'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.03.16', '107', '53', 'White', '0', '0', '415', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '5', 'E62', "King's Indian, Fianchetto"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.03.19', '55', '27', 'White', '0', '0', '416', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '6', 'D98', 'Grunfeld, Russian'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.03.21', '46', '23', 'Draw', '0', '0', '417', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '7', 'E45', 'Nimzo-Indian, 4.e3, Bronstein (Byrne) Variation'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.03.23', '81', '40', 'White', '0', '0', '418', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '8', 'B66', 'Sicilian, Richter-Rauzer Attack, 7...a6'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.03.26', '76', '38', 'Draw', '0', '0', '419', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '9', 'E62', "King's Indian, Fianchetto"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.03.28', '94', '47', 'Draw', '0', '0', '420', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '10', 'C98', 'Ruy Lopez, Closed, Chigorin'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.03.30', '46', '23', 'Draw', '0', '0', '421', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '11', 'D79', 'Neo-Grunfeld, 6.O-O, Main line'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.04.02', '86', '43', 'White', '0', '0', '422', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '12', 'A42', 'Modern Defense, Averbakh System'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.04.04', '81', '40', 'White', '0', '0', '423', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '13', 'E45', 'Nimzo-Indian, 4.e3, Bronstein (Byrne) Variation'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.04.06', '91', '45', 'Draw', '0', '0', '424', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '14', 'C18', 'French, Winawer'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.04.09', '112', '56', 'Draw', '0', '0', '425', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '15', 'E45', 'Nimzo-Indian, 4.e3, Bronstein (Byrne) Variation'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.04.11', '110', '55', 'Draw', '0', '0', '426', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '16', 'C98', 'Ruy Lopez, Closed, Chigorin'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.04.13', '138', '69', 'Black', '0', '0', '427', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '17', 'D73', 'Neo-Grunfeld, 5.Nf3'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.04.18', '123', '61', 'Draw', '0', '0', '428', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '18', 'C15', 'French, Winawer'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.04.20', '30', '15', 'Draw', '0', '0', '429', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '19', 'A36', 'English'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.04.23', '83', '41', 'White', '0', '0', '430', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '20', 'C18', 'French, Winawer'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1957.04.25', '26', '13', 'Draw', '0', '0', '431', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '21', 'D79', 'Neo-Grunfeld, 6.O-O, Main line'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1957.04.27', '21', '10', 'Draw', '0', '0', '432', 'World Championship 21th', 'Moscow RUS', '1957.03.05', '22', 'C11', 'French'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.03.04', '124', '62', 'Black', '0', '0', '433', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '1', 'B11', 'Caro-Kann, Two Knights, 3...Bg4'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.03.06', '81', '40', 'White', '0', '0', '434', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '2', 'E81', "King's Indian, Samisch"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.03.11', '132', '66', 'Black', '0', '0', '435', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '3', 'B19', 'Caro-Kann, Classical'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.03.13', '163', '81', 'Draw', '0', '0', '436', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '4', 'D98', 'Grunfeld, Russian'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.03.18', '81', '40', 'White', '0', '0', '437', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '5', 'B72', 'Sicilian, Dragon'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.03.20', '97', '48', 'White', '0', '0', '438', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '6', 'E81', "King's Indian, Samisch"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.03.22', '31', '15', 'Draw', '0', '0', '439', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '7', 'B72', 'Sicilian, Dragon'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.03.25', '81', '40', 'Draw', '0', '0', '440', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '8', 'E69', "King's Indian, Fianchetto, Classical Main line"
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.03.27', '80', '40', 'Draw', '0', '0', '441', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '9', 'B72', 'Sicilian, Dragon'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.03.29', '87', '43', 'Draw', '0', '0', '442', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '10', 'A16', 'English'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.04.01', '47', '23', 'White', '0', '0', '443', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '11', 'D99', 'Grunfeld Defense, Smyslov'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.04.03', '81', '40', 'White', '0', '0', '444', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '12', 'A12', 'English with b3'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.04.05', '81', '40', 'Draw', '0', '0', '445', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '13', 'D47', "Queen's Gambit Declined Semi-Slav"
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.04.08', '135', '67', 'White', '0', '0', '446', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '14', 'A16', 'English'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.04.10', '109', '54', 'White', '0', '0', '447', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '15', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.04.15', '72', '36', 'Draw', '0', '0', '448', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '16', 'A16', 'English'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.04.17', '98', '49', 'Draw', '0', '0', '449', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '17', 'B10', 'Caro-Kann'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.04.19', '147', '73', 'White', '0', '0', '450', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '18', 'A16', 'English'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.04.22', '69', '34', 'White', '0', '0', '451', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '19', 'B11', 'Caro-Kann, Two Knights, 3...Bg4'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.04.29', '95', '47', 'Draw', '0', '0', '452', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '20', 'A30', 'English, Symmetrical'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.05.01', '45', '22', 'Draw', '0', '0', '453', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '21', 'B34', 'Sicilian, Accelerated Fianchetto'
'Botvinnik  Mikhail M', 'Smyslov  Vassily V', '1958.05.03', '76', '38', 'Black', '0', '0', '454', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '22', 'A95', 'Dutch, Stonewall'
'Smyslov  Vassily V', 'Botvinnik  Mikhail M', '1958.05.08', '81', '40', 'Draw', '0', '0', '455', 'World Championship 22th', 'Moscow RUS', '1958.03.04', '23', 'A05', 'Reti Opening'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '63', '31', 'White', '0', '0', '456', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '1', 'C18', 'French, Winawer'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '88', '44', 'Draw', '0', '0', '457', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '2', 'A61', 'Benoni'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '74', '37', 'Draw', '0', '0', '458', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '3', 'B11', 'Caro-Kann, Two Knights, 3...Bg4'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '80', '40', 'Draw', '0', '0', '459', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '4', 'E27', 'Nimzo-Indian, Samisch Variation'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '85', '42', 'Draw', '0', '0', '460', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '5', 'B18', 'Caro-Kann, Classical'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '92', '46', 'Black', '0', '0', '461', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '6', 'E69', "King's Indian, Fianchetto, Classical Main line"
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '103', '51', 'White', '0', '0', '462', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '7', 'B18', 'Caro-Kann, Classical'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '81', '40', 'White', '0', '0', '463', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '8', 'A60', 'Benoni Defense'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '116', '58', 'Black', '0', '0', '464', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '9', 'B18', 'Caro-Kann, Classical'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '119', '59', 'Draw', '0', '0', '465', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '10', 'E89', "King's Indian, Samisch, Orthodox Main line"
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '143', '71', 'White', '0', '0', '466', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '11', 'D78', 'Neo-Grunfeld, 6.O-O c6'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '144', '72', 'Draw', '0', '0', '467', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '12', 'D40', "Queen's Gambit Declined, Semi-Tarrasch"
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '31', '15', 'Draw', '0', '0', '468', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '13', 'A30', 'English, Symmetrical'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '44', '22', 'Draw', '0', '0', '469', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '14', 'E24', 'Nimzo-Indian, Samisch'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '82', '41', 'Draw', '0', '0', '470', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '15', 'B18', 'Caro-Kann, Classical'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '81', '40', 'Draw', '0', '0', '471', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '16', 'E24', 'Nimzo-Indian, Samisch'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '81', '40', 'White', '0', '0', '472', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '17', 'B18', 'Caro-Kann, Classical'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '152', '76', 'Draw', '0', '0', '473', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '18', 'E24', 'Nimzo-Indian, Samisch'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '82', '41', 'White', '0', '0', '474', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '19', 'A87', 'Dutch, Leningrad, Main Variation'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1960.??.??', '54', '27', 'Draw', '0', '0', '475', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '20', 'E24', 'Nimzo-Indian, Samisch'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1960.??.??', '34', '17', 'Draw', '0', '0', '476', 'World Championship 23th', 'Moscow RUS', '1960.??.??', '21', 'E19', "Queen's Indian, Old Main line, 9.Qxc3"
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.03.15', '81', '40', 'White', '0', '0', '477', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '1', 'E51', 'Nimzo-Indian, 4.e3'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.03.17', '89', '44', 'White', '0', '0', '478', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '2', 'B18', 'Caro-Kann, Classical'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.03.20', '85', '42', 'White', '0', '0', '479', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '3', 'E51', 'Nimzo-Indian, 4.e3'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.03.22', '82', '41', 'Draw', '0', '0', '480', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '4', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.03.24', '146', '73', 'Draw', '0', '0', '481', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '5', 'E51', 'Nimzo-Indian, 4.e3'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.03.27', '50', '25', 'Draw', '0', '0', '482', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '6', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.03.29', '65', '32', 'White', '0', '0', '483', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '7', 'E24', 'Nimzo-Indian, Samisch'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.03.31', '57', '28', 'White', '0', '0', '484', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '8', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.04.07', '145', '72', 'White', '0', '0', '485', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '9', 'A23', 'English, Bremen System, Keres Variation'
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.04.10', '84', '42', 'Black', '0', '0', '486', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '10', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.04.12', '84', '42', 'White', '0', '0', '487', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '11', 'D14', "Queen's Gambit Declined Slav, Exchange Variation"
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.04.14', '81', '40', 'White', '0', '0', '488', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '12', 'C18', 'French, Winawer'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.04.17', '81', '40', 'White', '0', '0', '489', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '13', 'E85', "King's Indian, Samisch, Orthodox Variation"
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.04.19', '65', '32', 'Draw', '0', '0', '490', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '14', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.04.21', '125', '62', 'White', '0', '0', '491', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '15', 'E81', "King's Indian, Samisch"
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.04.24', '180', '90', 'Draw', '0', '0', '492', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '16', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.04.28', '166', '83', 'Black', '0', '0', '493', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '17', 'E81', "King's Indian, Samisch"
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.05.03', '82', '41', 'Black', '0', '0', '494', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '18', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.05.05', '150', '75', 'Black', '0', '0', '495', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '19', 'E81', "King's Indian, Samisch"
'Tal  Mikhail N', 'Botvinnik  Mikhail M', '1961.05.08', '242', '121', 'Draw', '0', '0', '496', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '20', 'B12', 'Caro-Kann Defense'
'Botvinnik  Mikhail M', 'Tal  Mikhail N', '1961.05.12', '65', '32', 'White', '0', '0', '497', 'World Championship 24th', 'Moscow RUS', '1961.03.15', '21', 'E87', "King's Indian, Samisch, Orthodox"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.03.23', '80', '40', 'Black', '0', '0', '498', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '1', 'E35', 'Nimzo-Indian, Classical, Noa Variation, 5.cd ed'
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.03.25', '70', '35', 'Draw', '0', '0', '499', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '2', 'D27', "Queen's Gambit Accepted, Classical"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.03.27', '172', '86', 'Draw', '0', '0', '500', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '3', 'E18', "Queen's Indian, Old Main line, 7.Nc3"
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.03.30', '48', '24', 'Draw', '0', '0', '501', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '4', 'A35', 'English, Symmetrical'
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.04.01', '95', '47', 'White', '0', '0', '502', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '5', 'D94', 'Grunfeld'
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.04.03', '54', '27', 'Draw', '0', '0', '503', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '6', 'D27', "Queen's Gambit Accepted, Classical"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.04.06', '103', '51', 'White', '0', '0', '504', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '7', 'A21', 'English'
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.04.08', '109', '54', 'Draw', '0', '0', '505', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '8', 'D27', "Queen's Gambit Accepted, Classical"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.04.13', '110', '55', 'Draw', '0', '0', '506', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '9', 'E08', 'Catalan, Closed'
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.04.15', '86', '43', 'Draw', '0', '0', '507', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '10', 'D27', "Queen's Gambit Accepted, Classical"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.04.17', '82', '41', 'Draw', '0', '0', '508', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '11', 'D32', "Queen's Gambit Declined, Tarrasch"
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.04.20', '105', '52', 'Draw', '0', '0', '509', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '12', 'D31', "Queen's Gambit Declined"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.04.22', '107', '53', 'Draw', '0', '0', '510', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '13', 'E18', "Queen's Indian, Old Main line, 7.Nc3"
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.04.24', '113', '56', 'White', '0', '0', '511', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '14', 'D31', "Queen's Gambit Declined"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.04.29', '115', '57', 'White', '0', '0', '512', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '15', 'D97', 'Grunfeld, Russian'
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.05.01', '107', '53', 'Draw', '0', '0', '513', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '16', 'D27', "Queen's Gambit Accepted, Classical"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.05.06', '78', '39', 'Draw', '0', '0', '514', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '17', 'E14', "Queen's Indian"
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.05.08', '122', '61', 'Black', '0', '0', '515', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '18', 'D31', "Queen's Gambit Declined"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.05.11', '131', '65', 'White', '0', '0', '516', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '19', 'E19', "Queen's Indian, Old Main line, 9.Qxc3"
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.05.15', '42', '21', 'Draw', '0', '0', '517', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '20', 'D27', "Queen's Gambit Accepted, Classical"
'Petrosian  Tigran V', 'Botvinnik  Mikhail M', '1963.05.18', '19', '9', 'Draw', '0', '0', '518', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '21', 'A16', 'English'
